21/7'CL, AU-TO ID-IO-TYP-IC DE-TER-MI-NANT  ID R  ON MAB 28 12
CBGA1'CL, POLY RE-AC-TIVE IN-CLUD-ING PSEU-DOMONAS AERUG-I-NOSA PA C7 67  ES-CHERICHIA COLI O1Z  ERY-THRO-CYTES FROM DONOR  ETC.
RB4v1.2, CD19
9E10'CL, C MYC
AC41'CL, HU-MAN CY-TOMEGALO-VIRUS  CMV  MEM-BRANE GLY-CO-PRO-TEIN GP58 116  GB  AD2 EPI-TOPE  RESIDUES 67 TO 86 OF GP116
BrM8'CL, E. COLI  BROME-LAIN TREAT-ED MOUSE RBC  TRIMETHY-LAM-MO-NI-UM HY-BRIDO-MA
FS-3'CL, COLD AG-GLU-TININ
E225'CL, D1.3 MAB
IM9, HU-MAN CAR-CI-NOEM-BRY-ON-IC ANTI-GEN
48.2.1'CL, ID-IO-TYP-IC AN-TI-BODY
B27'CL, B2 GLY-CO-PRO-TEIN 1  KD = 1.5 X 10-EXP 6
H140-1E6'CL, CA CB SITE OF IN-FLUEN-ZA VIRUS A PR 8 34 HEMAG-GLU-TININ  PR8 HA
Ab21'CL, POLYRE-AC-TIVE AU-TOAN-TI-BODY
slkv16'CL, IGG POLY-CLON-AL RHEUMA-TOID FAC-TOR
mAb A41'CL, HU-MAN IN-TER-LEUKIN 2 RE-CEP-TOR BE-TA SUB-UNIT  P75
heavy5'CL, HU-MAN THY-ROGLOB-U-LIN
RF-5'CL, IG-G1 RHEUMA-TOID FAC-TOR
CP4 12-18'CL, BROME-LAIN TREAT-ED MOUSE RED BLOOD CELL HY-BRIDO-MA
10/14'CL, MON-O-CLON-AL AN-TI-ID-IO-TYP-IC AN-TI-BODY IDA10 HY-BRIDO-MA
L17'CL, AU-TOAN-TI-BODY
208,D-5, P1.7 PO-RA PRO-TEIN LOOP OF NEIS-SE-RIA MENIN-GI-TIDIS
MAB61'CL, KIM11.4
1G3.E3'CL, COW 44 CY-TOCHROME C
SP2'CL, HU-MAN THY-ROID PER-OX-I-DASE
lambda5'CL, HU-MAN THY-ROGLOB-U-LIN
HuVK'CL, HU-MAN HIGH BIND-ING AFFIN-I-TY RE-CEP-TOR FOR FC OF IGG  FC-GRI
112'CL, HET-ERO-HY-BRIDO-MA AN-TI-BODY TO LYM-PHOMA CELLS POS-SESS-ING ID-IOTOPE RE-ACT-ING WITH ID-IO-TYPE 7D11 AF-TER TREAT-MENT WITH 7D11.
BBLC259.11'CL, BAC-TE-RI-AL LEV-AN
ASWA2'CL, NU-CLE-O-LAR PAR-TI-CLES U3  U8
KJ16'CL, TCR VB8.1 & VB8.2
HA-7'CL, ERY-THRO-CYTE
JV3'CL, IG-G1 MON-O-CLON-AL AU-TOAN-TI-BODY  RHEUMA-TOID FAC-TOR
RF-SJ3'CL, RHEUMA-TOID FAC-TOR AU-TOAN-TI-BODY
S25'CL, BO-TULINUM NEU-RO-TOX-IN TYPE A BIND-ING DO-MAIN  BONT A HC  EPI-TOPE 1  KD = 7.3 X 10-EXP 8
126DH'CL, THY-ROID PER-OX-I-DASE  TPO
s6C9'CL, CAR-DI-OLIPIN AU-TOAN-TI-BODY
126.33'CL, B1335 DEX
S2-14.2'CL, TC RBC
M2 136'CL, MOUSE TYPE II COL-LA-GEN
CE10G11G2'CL, P34
TB-1-P5'CL, RHEUMA-TOID FAC-TOR
16E4'CL, CRYP-TO-COC-CUS NE-O-FOR-MANS  SEROP-TYPE A  GLU-CURONOXY-LO-MAN-NAN TETANUS TOX-OID CON-JU-GATE
TR1.21'CL, THY-ROID PER-OX-I-DASE AU-TOAN-TI-BODY
D3'CL, THY-ROID PER-OX-I-DASE AU-TOAN-TI-BODY
26C1'CL, RH D
126TO8H'CL, THY-ROID PER-OX-I-DASE  TPO
4A11'CL, P601E
L2,5'CL, HEN EGG WHITE LYSOZYME
T8-3'CL, T3 EPI-TOPE  GLY 225  OF IN-FLUEN-ZA VIRUS HEMAG-GLU-TININ
BBLC508.17'CL, BAC-TE-RI-AL LEV-AN
C01'CL, RH D
GB4v2.3, CD19
431'CL, P601E
T8-203'CL, HLA A2 28 MAB CR11 351 COU-PLED TO KEY-HOLE LIMPET HEMO-CYANIN
Pag-1'CL, D ANTI-GEN OF THE RH BLOOD GROUP SYS-TEM
CB 379'CL, HU-MAN AND MOUSE TYPE II COL-LA-GEN C1 EPI-TOPE  RESIDUES 316 TO 333
cDNA2-Hul'CL, IGG  RHEUMA-TOID FAC-TOR
HYHEL-8, HEN EGG WHITE LYSOZYME
mAb 133'CL, IN-SULIN
H20C3K'CL, GAN-GLIO-SIDE AU-TOAN-TI-BODY  GAL-GALNAC BSA  3 FL BSA
WG3'CL, PRO-TEINASE 3
126FK'CL, THY-ROID PER-OX-I-DASE  TPO
HUL-GL'CL, IGG  RHEUMA-TOID FAC-TOR
18.3, MYELIN OLIGO-DEN-DRO-CYTE GLY-CO-PRO-TEIN  MOG
L11-2E2'CL, A PR 8 34 IN-FLUEN-ZA VIRUS HEMAG-GLU-TININ DI-RECT-ED TO THE CB SITE
417.F33.3'CL, MONORE-AC-TIVE
TR1.22'CL, THY-ROID PER-OX-I-DASE AU-TOAN-TI-BODY
5-3'CL, IG-G2A
126TO9H'CL, THY-ROID PER-OX-I-DASE  TPO
F1_1471'CL, FRAC-TION 1
TEL9'CL, TURKEY EGG WHITE LYSOZYME
CLONE 1C4'CL, HU-MAN RED BLOOD CELL
m62N/D, ID-IO-TYP-IC
KOL-based resh. CAMPATH-9, HU-MAN CD4
A4, DI-HY-DROFLAVONOL 4 RE-DUC-TASE FROM PETU-NIA HY-BRI-DA
L03'CL, RH D
22F6'CL, SM HY-BRIDO-MA
C595,  MUC1 MUCIN
CB 313'CL, HU-MAN AND MOUSE TYPE II COL-LA-GEN C1 EPI-TOPE  RESIDUES 316 TO 333
417.F25'CL, POLYRE-AC-TIVE
1B6'CL, BO-TULINUM NEU-RO-TOX-IN TYPE A BIND-ING DO-MAIN  BONT A HC
PR1A3, CELL BOUND CAR-CI-NOEM-BRY-ON-IC ANTI-GEN
LS6'CL, PR2 RBC AU-TOAN-TI-BODY
8H9D4'CL, PLAS-MINO-GEN AC-TI-VA-TOR IN-HIBITOR 1  BY SWITCH-ING THE IN-HIBITO-RY CON-FOR-MA-TION TO A SUB-STRATE CON-FOR-MA-TION
HuMAb22-13'CL, LUNG TU-MOR AS-SO-CI-AT-ED ANTI-GEN
RF-KES'CL, MONORE-AC-TIVE RHEUMA-TOID FAC-TOR
m32,33, ID-IO-TYP-IC
1D7'CL, HU-MAN APOLIPOPRO-TEIN E  SPE-CIF-IC FOR THE LOW DEN-SI-TY LIPOPRO-TEIN RE-CEP-TOR BIND-ING SITE
28/12'CL, AU-TO ID-IO-TYP-IC DE-TER-MI-NANT  ID R  ON MAB 28 12
F1_1254'CL, FRAC-TION 1
VS4'CL, IG-G1 MON-O-CLON-AL AU-TOAN-TI-BODY  RHEUMA-TOID FAC-TOR
VH A47, CD34
K.Kpb1'CL, KP B
VH A30, CD34
RF1-7K'CL, IG-G1
H02, LYSOZYME HY-BRIDO-MA
C11'CL, HU-MAN PARATHY-ROID HOR-M-ONE RE-LAT-ED PRO-TEIN RESIDUES 1 TO 34  KA=5.8X10-EX-P8
M37GO37'CL, E2 COM-P-O-NENT OF 2 OX-OG-LU-TARATE DE-HY-DRO-GE-NASE COM-PLEX
5E4'CL, CRYP-TO-COC-CUS NE-O-FOR-MANS  SEROP-TYPE A  GLU-CURONOXY-LO-MAN-NAN TETANUS TOX-OID CON-JU-GATE
A003=40/5G7'CL, BLOOD GROUP A SUB-STANCE HY-BRIDO-MA
7E10'CL, SM HY-BRIDO-MA
TR1.23'CL, THY-ROID PER-OX-I-DASE AU-TOAN-TI-BODY
A34'CL, IG-G1 MON-O-CLON-AL AU-TOAN-TI-BODY  RHEUMA-TOID FAC-TOR
TR1.5'CL, THY-ROID PER-OX-I-DASE AU-TOAN-TI-BODY
WRD6'CL, RHEUMA-TOID FAC-TOR
LS1'CL, PR2 RBC AU-TOAN-TI-BODY
F29'CL, THE AU-THORS ES-TI-MAT-ED THAT THERE ARE ABOUT 0.2 0.5% OF PE-RIPH-ER-AL BLOOD B LYM-PHO-CYTES WHICH ARE KAP-PA + AND LAMB-DA +.
E01'CL, RH D
CLONE 1F7'CL, HU-MAN RED BLOOD CELL
VL G61'CL, GLU-TATHI-ONE S TRANS-FERASE
418.F63.35'CL, POLYRE-AC-TIVE
MR-1'CL, MUR-INE GP39
MRA5H'CL, HI-S-T-ONE
C05, LYSOZYME HY-BRIDO-MA
UN42.5'CL, TC RBC
N901L/KV2F, CD56
MRA12K'CL, HI-S-T-ONE
3-31'CL, SM HY-BRIDO-MA
4.16.1'CL, MOUSE ERY-THRO-CYTE AU-TOAN-TI-BODY
1G5'CL, BO-TULINUM NEU-RO-TOX-IN TYPE A BIND-ING DO-MAIN  BONT A HC
E38, MOUSE KAP-PA LIGHT CHAIN  P AZOPHENY-LAR-SON-ATE BSA  ARS BSA   ID-IO-TYPE
WEI', CRYO-GLOB-U-LIN WITH LOW DEN-SI-TY LIPOPRO-TEIN AC-TIV-I-TY; B ID-IO-TYPE
E225, D1.3 HY-BRIDO-MA
THY-29'CL, HU-MAN THY-ROGLOB-U-LIN
CP5 B5-3'CL, BROME-LAIN TREAT-ED MOUSE RED BLOOD CELL HY-BRIDO-MA
H37-40'CL, IN-FLUEN-ZA VIRUS HEMAG-GLU-TININ HY-BRIDO-MA
alpha-poxn2, POXN
L1'CL, HEN EGG WHITE LYSOZYME
HUMANIZED YFC51.1'CL, HU-MAN CD18
3C8H'CL, MUR-INE SERUM AL-BU-MIN
TUR, COLD AG-GLU-TININ WITH PR AC-TIV-I-TY
D10, MOUSE KAP-PA LIGHT CHAIN  P AZOPHENY-LAR-SON-ATE BSA  ARS BSA   ID-IO-TYPE
31-9D'CL, MOUSE RED BLOOD CELL AU-TOAN-TI-BOD-IES
scFv-KJ16 mut4'CL, T CELL RE-CEP-TOR  V BE-TA8 RE-GION
Hb-4, FOETAL HAEMOGLOBIN  HBF
G01'CL, RH D
17F12'CL, HU-MAN IGG
2.7.1G.10'CL, CAR-CI-NOEM-BRY-ON-IC ANTI-GEN HY-BRIDO-MA
1E6'CL, HU-MAN PRO-COL-LA-GE-NASE
2677.1'CL, BAC-TE-RI-AL LEV-AN
JV10'CL, IG-G1 MON-O-CLON-AL AU-TOAN-TI-BODY  RHEUMA-TOID FAC-TOR
F1_1352'CL, FRAC-TION 1
TB-2-H70'CL, RHEUMA-TOID FAC-TOR
333'CL, HET-ERO-HY-BRIDO-MA AN-TI-BODY TO LYM-PHOMA CELLS POS-SESS-ING ID-IOTOPE RE-ACT-ING WITH ID-IO-TYPE 7D11 BE-FORE TREAT-MENT WITH 7D11.
Y19-10'CL, IGG HY-BRIDO-MA
C2'CL, THY-ROID PER-OX-I-DASE AU-TOAN-TI-BODY
AD9'CL, ERY-THRO-CYTE RH D
I06'CL, RH D
D3'CL, MOUSE TYPE II COL-LA-GEN
RF6-2'CL, IG-G2A
9F12Fab'CL, TETANUS TOX-IN
T10-505'CL, HLA A2 28 MAB CR11 351 COU-PLED TO KEY-HOLE LIMPET HEMO-CYANIN
MP14'CL, HLA CLASS II  DR-B1*08 *12
3D7.2'CL, CHRO-MATIN
Resurfaced Anti-B4, CD19
E8'CL, HORSE CY-TOCHROME C
RF10-2'CL, IG-G2A
alphaGPIIIa leu 33'CL, LEUC-INE 33 FORM OF PLATELET GLY-CO-PRO-TEIN II-IA
MRA7K'CL, HI-S-T-ONE
GOL', HU-MAN MON-O-CLON-AL AN-TI-BODY WITH WA ID-IO-TYPE
RF9-5'CL, IG-G2A
Fom-1'CL, ERY-THRO-CYTE RH D  AL-LOANTI-GEN
126AH'CL, THY-ROID PER-OX-I-DASE  TPO
MP6'CL, HLA CLASS I  A*3002
clone 14'CL, TIM-O-THY GRASS POLLEN MA-JOR AL-LER-GEN PHI P 5
M2 139'CL, MOUSE TYPE II COL-LA-GEN
RF1-7M'CL, IG-G1
AC32'CL, HU-MAN CY-TOMEGALO-VIRUS  CMV  MEM-BRANE GLY-CO-PRO-TEIN GP58 116  GB  AD2 EPI-TOPE  RESIDUES 67 TO 86 OF GP116
LUNm01'CL, CLASS 5C OUT-ER MEM-BRANE PRO-TEIN OF NEIS-SE-RIA MENIN-GI-TIDIS
B12'CL, ID-IO-TYPE OF THE MUR-INE MAB RSV19
126CK'CL, THY-ROID PER-OX-I-DASE  TPO
CLONE 1C9'CL, HU-MAN RED BLOOD CELL
MSL5, LEWIS Y
3-69'CL, SM HY-BRIDO-MA
9-3'CL, IG-G2A
73.7, MYELIN OLIGO-DEN-DRO-CYTE GLY-CO-PRO-TEIN  MOG
L33'CL, AU-TOAN-TI-BODY
CG-7'CL, ERY-THRO-CYTE
1E8'CL, MOUSE CY-TOCHROME C AROUND RESIDUE 62
22.218.1'CL, BALB C ID-IO-TYP-IC MON-O-CLON-AL AN-TI-BODY HP ID22 HY-BRIDO-MA
RF1-2'CL, IG-G2A
Z30VH3'CL, CD20
HA-4'CL, ERY-THRO-CYTE
I01'CL, RH D
ATM-2, TCR VBE-TA
2C3'CL, HU-MAN PRO-COL-LA-GE-NASE
LN2 97'CL, MOUSE TYPE II COL-LA-GEN
106-10E'CL, MOUSE RED BLOOD CELL AU-TOAN-TI-BOD-IES
AC7'CL, RGD  ARG GLY ASP  BIND-ING SITE ON THE GPI-I-IA SUB-UNIT OF THE PLATELET FIB-RINO-GEN RE-CEP-TOR  THE GPI-IB GPI-I-IA COM-PLEX
MRL-RF24'CL, IG-G1 2A 3 HY-BRIDO-MA
RF3-4'CL, IG-G2A
ANTI-LEU3a'CL, HU-MAN CD4
HIG1, ACHR
HP20'CL, PUB-LIC ID-IOTOPE HY-BRIDO-MA OF THE GAT SYS-TEM
WR1.107'CL, THY-ROID PER-OX-I-DASE
22'CL, IN-SULIN
F5-1336'CL, ID-IO-TYP-IC AN-TI-BODY AGAINST HLA DR1 4 W14 W8 9 MAB AC1.59 COU-PLED WITH KEY-HOLE LIMPET HEMO-CYANIN
lambda4'CL, HU-MAN THY-ROGLOB-U-LIN
18'CL, P601E
PE24'CL, HU-MAN PROENKEPHALIN  A NEU-ROPEP-TIDE PRE-CUR-SOR  PEP-TIDE 175GS-D-NEEEVSKR185
131TP2H'CL, THY-ROID PER-OX-I-DASE  TPO
98QQ'CL, 3 5 3  TRI-IO-DO L THRY-RO-N-INE COU-PLED KEY-HOLE LIMPET HEMO-CYANIN
My10, HU-MAN CD34  KD = 2.4 X 10-EXP 7 M
126TO10K'CL, THY-ROID PER-OX-I-DASE  TPO
2H12'CL, MOUSE CY-TOCHROME C AROUND RESIDUE 62
slkv4'CL, IGG POLY-CLON-AL RHEUMA-TOID FAC-TOR
3-19'CL, SM HY-BRIDO-MA
DPK24, P53
D09'CL, RH D
hsiglvl295'CL, RAB-BIT IGG
G05, LYSOZYME HY-BRIDO-MA
SON, CRYO-GLOB-U-LIN WITH LOW DEN-SI-TY LIPOPRO-TEIN AC-TIV-I-TY; B ID-IO-TYPE
147'CL, P601E
RF-KL1'CL, RHEUMA-TOID FAC-TOR AU-TOAN-TI-BODY
slkv9'CL, IGG POLY-CLON-AL RHEUMA-TOID FAC-TOR
E14, MOUSE KAP-PA LIGHT CHAIN  P AZOPHENY-LAR-SON-ATE BSA  ARS BSA
PA4'CL, CHRO-MATIN
2-4'CL, SM HY-BRIDO-MA
D2'CL, ID-IO-TYP-IC AN-TI-BODY AGAINST THE THY-ROTROPIN  TSH  RE-CEP-TOR
B/SB5-7'CL, H2A H2B
AP1'CL, GLY-COPHORIN A
TB-3-D13'CL, RHEUMA-TOID FAC-TOR
G4, DI-HY-DROFLAVONOL 4 RE-DUC-TASE FROM PETU-NIA HY-BRI-DA
JAC-1, POLYAM-INE  CROSS RE-ACTS WITH SPER-MINE
24'CL, LE X  SIA-LYL LE X
FOG1-H6'CL, HU-MAN MAB FOG 1  IG-G1 KAP-PA
COF'CL, RHEUMA-TOID FAC-TOR
Z48VH3'CL, CD20
6E5'CL, EAR-LY NU-CLE-O-SOME AU-TOAN-TI-BODY  KD = 1X10-EXP 8
D04'CL, RH D
3.14.9'CL, LEV-AN
IM9-2, HU-MAN CAR-CI-NOEM-BRY-ON-IC ANTI-GEN
PE1'CL, HU-MAN PROENKEPHALIN  A NEU-ROPEP-TIDE PRE-CUR-SOR  PEP-TIDE 187G-GFM-RG192
E4-14'CL, CON A
RF-1''CL, IG-G3 RHEUMA-TOID FAC-TOR
pVCM(VD93)'CL, PSEU-DOMONAS AERUG-I-NOSA HY-BRIDO-MA
93.7, MYELIN OLIGO-DEN-DRO-CYTE GLY-CO-PRO-TEIN  MOG
G6, MESOTHE-LIN
A4'CL, GLY-COPHORIN A
K01'CL, RH D
TNF-E1'CL, HU-MAN TU-MOR NECRO-SIS FAC-TOR AL-PHA
HA-10'CL, ERY-THRO-CYTE
HUMHA4114'CL, KIM11.4
B22'CL, B2 GLY-CO-PRO-TEIN 1  KD = 6.0 X 10-EXP 5
VL G64'CL, GLU-TATHI-ONE S TRANS-FERASE
mAb 127'CL, IN-SULIN HY-BRIDO-MA
T6-416'CL, T3 EPI-TOPE  GLY 225  OF IN-FLUEN-ZA VIRUS HEMAG-GLU-TININ
17-1A'CL, SW1083 COL-OREC-TAL CAR-CI-NO-MA CELL HY-BRIDO-MA
H36-2'CL, IN-FLUEN-ZA VIRUS HEMAG-GLU-TININ HY-BRIDO-MA
C2'CL, MOUSE TYPE II COL-LA-GEN
F5-444'CL, ID-IO-TYP-IC AN-TI-BODY AGAINST HLA DR1 4 W14 W8 9 MAB AC1.59 COU-PLED WITH KEY-HOLE LIMPET HEMO-CYANIN
AC38 205.12, AN-TI-BODY AC38 POS-I-TIVE HY-BRIDO-MA
RF3-2CR2A'CL, IG-G2A
F28C4'CL, MYE-LINE BA-SIC PRO-TEIN  ACETYL RESIDUES 1 9
AC-1001'CL, BLOOD GROUP A SUB-STANCE HY-BRIDO-MA
Z97VH3'CL, CD20
FOG1-A4'CL, HU-MAN MAB FOG 1  IG-G1 KAP-PA
mAb10'CL, POLYRE-AC-TIVE AU-TOAN-TI-BODY
H37-43'CL, IN-FLUEN-ZA VIRUS HEMAG-GLU-TININ HY-BRIDO-MA
5D9'CL, PI-GEON CY-TOCHROME C AND MOUSE CY-TOCHROME C
2INH4'CL, HU-MAN IN-SULIN
mAb48'CL, IN-SULIN
E63, MOUSE KAP-PA LIGHT CHAIN  P AZOPHENY-LAR-SON-ATE BSA  ARS BSA
HA-5'CL, IGG  NO ERY-THRO-CYTE AC-TIV-I-TY
RF-TT1'CL, RHEUMA-TOID FAC-TOR
PE18'CL, HU-MAN PROENKEPHALIN  A NEU-ROPEP-TIDE PRE-CUR-SOR  PEP-TIDE 155DL-LKEL-L161
Hb-1, FOETAL HAEMOGLOBIN  HBF
2BBLC403.4'CL, BAC-TE-RI-AL LEV-AN
K20'CL, BE-TA 1 CHAIN OF HU-MAN IN-TE-GRIN
FV/IL-2'CL, TAG72
F4-23'CL, CON A
B03, LYSOZYME HY-BRIDO-MA
L41'CL, AU-TOAN-TI-BODY
RA-4-Pd2'CL, RHEUMA-TOID FAC-TOR
2-11'CL, SM HY-BRIDO-MA
R6B8H'CL, GAN-GLIO-SIDE AU-TOAN-TI-BODY  GA1
5E1'CL, HU-MAN PRO-COL-LA-GE-NASE
CL-J'CL, ERY-THRO-CYTE
M16'CL, HU-MAN IN-SULIN
A28A'CL, IG-G2A
mAb61'CL, MONORE-AC-TIVE IGG FC FRAG-MENT RHEUMA-TOID FAC-TOR
126TP15H'CL, THY-ROID PER-OX-I-DASE  TPO
RF-2 PAN'CL, IGG PAN RHEUMA-TOID FAC-TOR
37-77'CL, IN-FLUEN-ZA VIRUS  A PR 8 34  HEMAG-GLU-TININ
M-T151'CL, HU-MAN CD4
D08, LYSOZYME HY-BRIDO-MA
TB-3-D6'CL, RHEUMA-TOID FAC-TOR
B'20H, POLYRE-AC-TIVE  HIGH AFFIN-I-TY HU-MAN FC AND LOW AFFIN-I-TY RAB-BIT IGG  SS-D-NA  TETANUS TOX-OID  RHEUMA-TOID FAC-TOR  RF
clone 1,3-12'CL, F AB  2 AU-TOAN-TI-BODY  BIND-ING CON-STAN-T=2.8X10-EX-P7
IC5-2A6'CL, IN-FLUEN-ZA VIRUS  A PR 8 34  HEMAG-GLU-TININ SEC-ONDARY AN-TI-BOD-IES  SB  HY-BRIDO-MA
Ab2022'CL, IN-SULIN AU-TOAN-TI-BODY
25G05, LYSOZYME HY-BRIDO-MA
1-9'CL, IG-G2A
4-35-7'CL, HLA A1  A23 AND A24
cAbAMB10, AL-PHA AMY-LASE
E13'CL, MELANOMA
H81'CL, LAMININ
LL2'CL, CD22  A SUR-FACE MOLECULE PRESENT ON B CELL LYM-PHOMA
302'CL, IN-SULIN
DPB'CL, GLU-TAM-IC ACID DE-CAR-BOXY-LASE 65
D2'CL, HU-MAN IN-TER-FER-ON GAM-MA RE-CEP-TOR
CB 300'CL, HU-MAN AND MOUSE TYPE II COL-LA-GEN C1 EPI-TOPE  RESIDUES 316 TO 333
D17'CL, RH D
MRA11H'CL, HI-S-T-ONE
B/SB5-33'CL, H2A H2B
cAb-Lys3, LYSOZYME
BS-5, TYPE III PNEU-MO-COC-CAL POLY-SAC-CHA-RIDE
C9'CL, THY-ROID PER-OX-I-DASE AU-TOAN-TI-BODY
TR1.10'CL, THY-ROID PER-OX-I-DASE AU-TOAN-TI-BODY
RF51'CL, IG-G1 MON-O-CLON-AL AU-TOAN-TI-BODY  RHEUMA-TOID FAC-TOR
HA-1'CL, ERY-THRO-CYTE
S/SB5-84'CL, H4
A1'CL, HU-MAN IN-TER-FER-ON GAM-MA RE-CEP-TOR
AH7'CL, HU-MAN N BLOOD GROUP ANTI-GEN
B4.13.2'CL, MOUSE ERY-THRO-CYTE AU-TOAN-TI-BODY
JV9'CL, IG-G1 MON-O-CLON-AL AU-TOAN-TI-BODY  RHEUMA-TOID FAC-TOR
S1P1'CL, RHEUMA-TOID FAC-TOR
cAbAMD9, AL-PHA AMY-LASE
RF10-4K'CL, IG-G2A
alpha-poxn4, POXN
VHTF'CL, PORC-INE TRANS-FER-RIN
mH-M, ID-IO-TYP-IC
B/SB5-37'CL, H4
H 113'CL, HU-MAN AND MOUSE TYPE II COL-LA-GEN C1 EPI-TOPE  RESIDUES 316 TO 333
Hu PR1A3, CELL BOUND CAR-CI-NOEM-BRY-ON-IC ANTI-GEN
O01'CL, RH D
A12', LYSOZYME HY-BRIDO-MA
GAR', CRYO-GLOB-U-LIN WITH IGG AC-TIV-I-TY; B ID-IO-TYPE
18R.136.1'CL, CAT-ALYT-IC AN-TI-BODY
TT125'CL, TETANUS TOX-IN  TOX-OID AND A FRAG-MENT  LIGHT CHAIN  OF TETANUS TOX-IN
RF-TS5'CL, MONORE-AC-TIVE RHEUMA-TOID FAC-TOR
2D9H'CL, MUR-INE SERUM AL-BU-MIN
K1 like, MESOTHE-LIN POS-I-TIVE CELLS
BOR', HU-MAN GAM-MA G GLOB-U-LIN; WA ID-IO-TYPE
LN2 173'CL, MOUSE TYPE II COL-LA-GEN
JV4'CL, IG-G1 MON-O-CLON-AL AU-TOAN-TI-BODY  RHEUMA-TOID FAC-TOR
3A10'CL, P601E
B9601 (Vg-Jk2)'CL, RHEUMA-TOID FAC-TOR
H3, DI-HY-DROFLAVONOL 4 RE-DUC-TASE FROM PETU-NIA HY-BRI-DA
Jel42'CL, ES-CHERICHIA COLI HIS-TI-D-INE CON-TAIN-ING PRO-TEIN  HPR
131TP5H'CL, THY-ROID PER-OX-I-DASE  TPO
2E8'CL, HU-MAN APOLIPOPRO-TEIN E  SPE-CIF-IC FOR THE LOW DEN-SI-TY LIPOPRO-TEIN RE-CEP-TOR BIND-ING SITE
RF-TT3'CL, RHEUMA-TOID FAC-TOR
cAbAM04, AL-PHA AMY-LASE
H220-10'CL, A PR 8 34 IN-FLUEN-ZA VIRUS HEMAG-GLU-TININ DI-RECT-ED TO THE CB SITE
L3G11'CL, CAR-DI-OLIPIN AU-TOAN-TI-BODY
IC5-4F4'CL, CA CB SITE OF IN-FLUEN-ZA VIRUS A PR 8 34 HEMAG-GLU-TININ  PR8 HA
H17-L19'CL, CA CB SITE OF IN-FLUEN-ZA VIRUS A PR 8 34 HEMAG-GLU-TININ  PR8 HA
BrE-3'CL, HU-MAN BREAST EP-ITHE-LIAL MUCIN
E67, MOUSE KAP-PA LIGHT CHAIN  P AZOPHENY-LAR-SON-ATE BSA  ARS BSA   ID-IO-TYPE
Mik-B1(Fv)-PE40'CL, IN-TER-LEUKIN 2 RE-CEP-TOR BE-TA SUB-UNIT  P75
500A2'CL, MUR-INE CD3
J04'CL, RH D
4-6-2'CL, ESE  EX-TRA SHEEP E ANTI-GEN
163.14, P53
RF-IP16'CL, RHEUMA-TOID FAC-TOR
E26'CL, MELANOMA
RF49A, IGG MON-O-CLON-AL AU-TOAN-TI-BODY  RHEUMA-TOID FAC-TOR
36-7'CL, IN-FLUEN-ZA VIRUS  A PR 8 34  HEMAG-GLU-TININ
P11'CL, B2 GLY-CO-PRO-TEIN 1  KD = 1.6 X 10-EXP 6   PRO-THROM-BIN  KD = 3.2 X 10-EXP 6
CLONE 1D2'CL, HU-MAN RED BLOOD CELL
1F4'CL, ID-IOTOPE OF 4 4 20
F12, MESOTHE-LIN
D98, MOUSE KAP-PA LIGHT CHAIN  P AZOPHENY-LAR-SON-ATE BSA  ARS BSA   ID-IO-TYPE
L32'CL, THE AU-THORS ES-TI-MAT-ED THAT THERE ARE ABOUT 0.2 0.5% OF PE-RIPH-ER-AL BLOOD B LYM-PHO-CYTES WHICH ARE KAP-PA + AND LAMB-DA +.
417.F1.1.35'CL, MONORE-AC-TIVE
H146-24B3'CL, IN-FLUEN-ZA VIRUS HEMAG-GLU-TININ HY-BRIDO-MA
cDNA1-Hul'CL, IGG  RHEUMA-TOID FAC-TOR
T10-1'CL, T3 EPI-TOPE  GLY 225  OF IN-FLUEN-ZA VIRUS HEMAG-GLU-TININ
MA-15C5'CL, HU-MAN FIB-RIN FRAG-MENT D DIMER
N92'CL, HU-MAN N BLOOD GROUP ANTI-GEN
D9D10'CL, HU-MAN IN-TER-FER-ON GAM-MA
KO3-34'CL, ID-IO-TYPE OF HLA DQ3 AN-TI-BODY
DAUDI, ACHR
3381, TYPE III PNEU-MO-COC-CAL POLY-SAC-CHA-RIDE
16.3'CL, B1335 DEX
OKT3 scFv'CL, HU-MAN CD3 EP-SILON
D7.4'CL, AU-TOAN-TI ID-IO-TYP-IC MAB TO DNA MAB A52 IG-G2B KAP-PA
4422, TYPE II PNEU-MO-COC-CAL POLY-SAC-CHA-RIDE
hsiglvl962'CL, RAB-BIT IGG
HuNMVH'CL, HU-MAN HIGH BIND-ING AFFIN-I-TY RE-CEP-TOR FOR FC OF IGG  FC-GRI
PIE, AU-TOAN-TI-BODY WHICH BINDS SPECIF-I-CAL-LY TO IN-TER-ME-DI-ATE FIL-A-MENTS
DR12910-2F8'CL, DR 1 2 9 10 HY-BRIDO-MA
T1-107'CL, T3 EPI-TOPE  GLY 225  OF IN-FLUEN-ZA VIRUS HEMAG-GLU-TININ
WG4'CL, PRO-TEINASE 3
Q01'CL, RH D
cAbAMD10, AL-PHA AMY-LASE
CLONE 42PF'CL, LEUC-INE ZIP-PER
CLONE 1E3'CL, HU-MAN RED BLOOD CELL
KS13'CL, HLA DQ3
3-4'CL, IG-G2A
E26, MOUSE KAP-PA LIGHT CHAIN  P AZOPHENY-LAR-SON-ATE BSA  ARS BSA   ID-IO-TYPE
GN901v1.0, CD56
A28K'CL, IG-G2A
